product_id,sku,name,description,category,subcategory,brand,base_price,cost,current_price,currency,stock_quantity,reorder_point,supplier_id,weight_kg,dimensions,avg_rating,num_reviews,is_featured,is_bestseller,status,created_date,last_updated,tags
PRDP6581IGG,BOO-QISQA9,Deluxe Games Solution,Debate owner animal suddenly generation. Nature admit human difficult month type. Sometimes everyone despite support reality.,Books & Media,Games,CampbellOne,41.02,18.38,35.58112753175951,USD,876.0,93.0,SUP79PJZH,8.27,9x59x40,3.62,102.0,False,False,Active,2025-06-09 04:30:21.555626,2025-10-04 04:12:06.792808,"popular,exclusive,new,limited,books-&-media"
PRDI2ZDXAUK,FAS-Z324F9,Modern Shoes Item,Film moment box not coach person. Third man choose quality. We strategy cost exist set above Mr those.,Fashion,,Initech,200.86,97.63,173.50674896666231,USD,59.0,93.0,SUPT7WXKO,18.84,85x62x44,3.97,26.0,False,False,Active,2025-04-30 04:14:12.250356,2025-07-11 11:44:35.598154,"eco-friendly,sale,limited,popular,fashion"
PRDSC2TDLIY,,Modern Gaming System,Respond power minute dog turn. Population strategy other bed.,Electronics,Gaming,RoyWorks,706.34,314.63,578.9014790786815,USD,682.0,96.0,SUPODW62Z,11.98,41x45x9,4.02,11.0,False,False,Discontinued,2025-01-27 16:51:33.824666,2025-07-23 07:57:18.179087,"sale,limited,exclusive,gaming"
PRDQRFJ383U,HOM-WIMC9E,Premium Lighting System,Allow southern child room. World exactly single head pay rule. Find wait beyond. Situation son now as again team benefit.,Home,Lighting,PrimeSchmidt,1182.08,484.39,1351.401179276763,USD,609.0,62.0,SUPNS6DTW,1.92,44x93x33,3.75,325.0,False,True,Active,2025-05-21 16:40:55.704828,2025-06-22 21:44:16.708797,"new,lighting"
PRDN8GG843A,HOM-ONFAXS,Deluxe Lighting Set,Ball they than enter trouble would seat fly.,Home,Lighting,MaxHayes,529.45,303.65,439.1288192218561,USD,914.0,23.0,SUPEZ6OV4,5.98,57x67x25,4.21,114.0,False,False,Active,2025-06-11 09:36:48.348195,2025-08-27 07:00:09.348738,"eco-friendly,new,lighting"
PRDO09M03NI,BOO-ZY8IVD,Modern Games Product,Large five student camera try film dinner. Another instead personal opportunity. Building simple poor management successful tend.,Books & Media,Games,CastroWorks,40.68,27.68,45.82096178484597,USD,511.0,10.0,SUP33ESGM,16.28,95x70x26,4.29,333.0,False,True,Active,2025-11-13 11:51:19.425621,2025-11-16 08:47:32.594971,"limited,popular,new,books-&-media"
PRDDW0XKCVT,BOO-1ZLDRB,Professional Books Solution,Party everything owner care threat onto issue. Big affect four think. Design evening sign natural doctor may establish.,Books & Media,Books,FordTech,5.38,2.49,4.336530945862942,USD,591.0,54.0,SUPNA6X29,13.63,12x84x43,3.98,24.0,False,False,Active,2025-11-07 07:42:23.424389,2025-12-07 02:04:32.723499,"eco-friendly,popular,sale,books-&-media"
PRDR3E92MKT,HEA-FR5MX5,Smart Personal Care Solution,Close sure cold common point. Run finally describe military discussion action young.,Health,Personal Care,EliteWelch,111.46,66.68,104.58098972554599,USD,840.0,37.0,SUPJQK7UB,2.49,46x46x10,0.3634993334599952,139.0,False,False,Low Stock,2025-03-17 19:22:38.978180,2025-09-22 11:22:26.878780,"sale,new,exclusive,health"
PRDFYSPUU65,ELE-BYWDTG,Modern Gaming Device,Step law letter guy left.,Electronics,Gaming,GutierrezPlus,1171.11,710.24,1115.4671068996695,USD,937.0,80.0,SUP1QVRB4,15.2,78x86x34,,59.0,False,False,Active,2025-10-05 09:04:46.549870,2025-10-07 07:46:24.587380,"exclusive,limited,gaming"
PRDGWX01KWC,ELE-IKK436,Ultra Computers Unit,Trial reality defense scientist process you.,Electronics,Computers,PrimeWright,137.44,76.81,126.3449069156018,USD,457.0,74.0,SUPRX9ZJL,2.46,45x22x26,3.48,81.0,False,False,Active,2025-04-02 01:24:20.899084,2025-07-16 02:23:50.702568,"sale,popular,exclusive,computers"
PRDO23845O4,HEA-932NKO,NA,choose mr own they doctor. yourself sign develop gun full street mean. suffer one tree parent.,Health,Fitness,Umbrella,246.06,159.88,222.85646133623607,USD,322.0,83.0,SUPTBV6FZ,12.96,81x52x17,4.33,52.0,False,False,Active,2025-08-14 23:56:04.448911,2025-11-16 16:47:07.405927,"limited,eco-friendly,new,popular,health"
PRDKUJ1MKHZ,ELE-N525H4,  Advanced Cameras Device,Believe several choice military vote figure buy. Imagine tough option letter art ability this.,Electronics,Cameras,HullHub,692.77,378.57,564.939074221338,USD,177.0,46.0,SUP67V5P7,2.95,45x18x35,2.87,212.0,False,False,Active,2025-06-11 02:37:44.688592,2025-09-16 06:13:33.584854,"sale,limited,cameras"
PRDGJASYW5T,HOM-XY4HTK,Ultra Furniture Set,Huge measure positive great. Star join candidate member.,Home,Furniture,GutierrezPlus,339.71,222.17,342.2488318056533,USD,717.0,97.0,SUPH44LL0,6.83,20x5x40,4.6,160.0,True,False,Active,2025-09-23 20:41:56.584508,2025-11-18 22:52:48.315339,"exclusive,limited,furniture"
PRD3RL5GF2K,HOM-NOR8LO,Smart Ligh  ting Kit,Magazine safe career. Between even develop them seven wonder by.,Home,Lighting,MaxTorres,1405.64,936.41,,USD,975.0,60.0,SUPNOUTY6,9.21,38x43x16,3.85,403.0,False,False,Active,2025-01-29 06:55:24.979617,2025-07-25 12:24:16.977625,"sale,new,limited,lighting"
PRD2TSC7A8C,BOO-QWZD5W,Advanced Music Solution,Across hot American name my major. Kind concern great picture weight relate only.,Books & Media,,WebsterPlus,12.91,6.18,13.123934009465549,USD,763.0,49.0,SUPBJVWZW,16.41,58X19X22,4.64,26.0,False,False,Active,2025-11-15 04:50:29.747970,2025-12-04 04:38:23.488337,"popular,eco-friendly,sale,exclusive,books-&-media"
PRDLUUJIYYO,HOM-DYIQ92,Classic Furniture Kit,Seek give opportunity sure. Individual direction fall glass somebody society.,Home,Furniture,Acme,961.96,624.7,1021.7512325388525,USD,,18.0,SUPACEEUA,11.83,43x17x28,3.66,239.0,True,True,Low Stock,2025-05-18 23:23:52.712380,2025-10-10 01:48:57.091416,"sale,furniture  "
PRD1L5QPOA6,FAS-8RDUL2,Essential Watches Item,Single oil base radio east.,Fashion,Watches,PrimeSchmidt,663.36,419.31,662.1216467086937,USD,918.0,29.0,SUPOJAC6P,18.42,42x61x28,3.43,421.0,False,False,Active,2025-05-29 19:08:28.682862,2025-06-23 11:44:20.282596,"new,watches"
PRD58ULQOX2,FAS-JXW7ZK,Modern Jewelry Solution,Decade question simple. Keep economy per send keep nation short.,Fashion,Jewelry,ZenCruz,588.33,271.57,,USD,609.0,96.0,SUPP6EUXU,3.32,72x16x41,2.74,488.0,False,False,Out of Stock,2025-05-14 07:48:03.016066,2025-06-01 07:50:18.838139,"eco-friendly,exclusive,limited,new,jewelry"
PRDN95GOBGV,HOM-MU4OQZ,Premium Bedding Collection,Seek brother than television special stock but.,Home,Bedding,FordTech,371.25,222.0,339.7573469801495,USD,42.0,80.0,SUP5PVS7N,7.65,68x89x12,3.74,260.0,False,False,Active,2025-04-11 05:44:13.844409,2025-06-19 14:48:23.548580,"popular,sale,eco-friendly,home"
PRDZSSPJNGX,FAS-J4FZVU,Essential Shoes Product,Left budget question defense huge green. Until rather day including dark station onto. Health language else fly might.,Fashion,shoes,CoreSmith,616.0,308.16,599.9197532020978,USD,324.0,53.0,SUPPF0OPR,2.63,48x73x42,3.53,354.0,False,True,Active,2025-01-18 22:52:49.161760,2025-09-23 23:04:51.277296,"popular,limited,eco-friendly,shoes"
PRD3LA0XS1I,ELE-WXLJNT,Modern Wearables Kit,Shoulder surface term. Worry person color sea ok adult according. Lead most modern.,Electronics,Wearables,CoreHale,1471.77,683.28,1564.0004583811944,USD,253.0,92.0,SUP7I6OJ8,18.62,60x64x19,4.72,2.0,False,False,Active,2025-07-12 03:30:10.798222,2025-11-23 09:07:46.892402,"sale,electronics"
PRDN7DE406F,BOO-UIC3H7,Deluxe Music Item,Again operation worry field behind be. Else serious finish. Even building land offer apply sister.,Books & Media,Music,ZenCruz,32.09,20.27,32.93153333380593,USD,806.0,49.0,SUPMNVOLJ,10.71,5x50x22,4.14,23.0,False,False,Active,2025-04-07 06:11:03.181396,2025-05-12 22:17:45.058474,"new,eco-friendly,music"
PRDE6Z4D76P,FAS-WYHVC1,Essential Clothing Product,Generation rather feel note. Which audience city seven team.,Fashion,Clothing,RandolphPlus,328.43,206.06,324.57225503262555,USD,129.0,83.0,SUP3BP2GR,13.51,89x28x16,3.27,64.0,False,False,Active,,2025-08-27 02:15:44.497764,"sale,clothing"
PRDXQGFL30S,BOO-QH4EG0,Eco Movies Item,,Books & Media,Movies,Globex,5.17,2.47,5.450873265209393,USD,141.0,35.0,SUPTFQAMW,13.23,,5.0,378.0,False,False,Active,2025-04-25 09:29:28.617134,,"eco-friendly,limited,sale,books-&-media"
PRDNH70LXFE,HEA-LWLXDE,Essential Supplements Item,Sound turn rather total return. Memory station end hot game issue sure. Anyone suddenly drop high help firm.,Health,Supplements,GutierrezPlus,244.72,123.2,253.9057036994847,USD,718.0,84.0,SUPT0H1A1,10.22,89x33x15,4.01,98.0,False,False,Discontinued,2025-05-31 07:52:48.939178,2025-07-01 18:07:06.493907,"sale,popular,new,limited,health"
PRDXCHK2YOK,BOO-GIREW6,Modern Movies Solution,Those phone particularly front manager now ready back. Happy single though million.,Books & Media,Movies,WebsterPlus,44.94,24.21,40.39566534197985,USD,598.0,11.0,SUPQ8XSP3,16.87,51x84x37,5.0,72.0,False,True,Active,2025-09-02 17:48:39.955654,2025-12-09 15:22:57.787573,"new,eco-friendly,popular,books-&-media"
PRD39IC7JKT,HOM-R6NAF9,Essential Lighting System,American north eight be assume you fire.,Home,Lighting,CoreSmith,54.48,34.26,44.96016724906127,USD,254.0,21.0,SUP70NO8S,8.33,48x59x39,4.77,108.0,True,False,Out of Stock,2025-07-13 11:02:32.122518,2025-09-29 07:56:54.213296,"exclusive,new,eco-friendly,home"
PRDX011MREC,FAS-4XXNZY,Advanced Watches Solution,Change during use service participant peace. Central tonight with yet.,Fashion,Watches,PrimeSchmidt,159.72,72.95,178.3678529971014,USD,810.0,54.0,SUP88P5QH,18.06,,5.0,388.0,False,False,Out of Stock,2025-03-26 06:58:53.663329,2025-12-08 00:53:09.071982,"eco-friendly,sale,new,watches"
PRDPKUV77Y3,HOM-C2GPRU,Ultra Storage Collection,Administration memory thus yes weight build save. Bag power catch among development level.,Home,Storage,CoreHale,299.57,170.0,323.17403111489267,USD,311.0,94.0,SUPZS1CC9,13.18,63x33x15,4.01,256.0,False,False,Active,2025-05-30 03:09:23.846720,2025-10-11 18:39:41.571275,"exclusive,eco-friendly,home"
PRD31QVRDHY,BOO-MHRDFG,Smart Music Product,Anyone lay security strategy billion country right. Guess that everything degree cold. On human suggest seat seem culture bit up.,Books & Media,Music,GillWorks,5.01,2.76,4.469750732905664,USD,228.0,94.0,SUP0N57NX,16.4,72x20x26,3.2,0.0,False,False,Discontinued,2025-01-13 17:14:29.595484,2025-03-17 14:34:12.012782,"eco-friendly,books-&-media"
PRD3MVBBBS7,FAS-D57VGA,Smart Shoes Product,Glass guy out idea form effect. Move group teach Congress cause data southern. Accept return international try.,Fashion,Shoes,RichWorks,519.63,211.94,419.3372868244733,USD,562.0,62.0,SUPVYDUVW,9.16,38x15x35,4.11,317.0,False,False,Low Stock,,2025-10-06 22:39:23.789019,"limited,new,fashion"
PRDXZSSW8UR,HEA-N6QZVE,Eco Supplements Solution,Play several remember meeting public off statement. Win through effort foreign yet.,Health,Supplements,WashingtonHub,15.35,9.36,16.60556701314008,USD,983.0,37.0,SUPX9KGKV,0.67,8x98x33,3.5,129.0,,False,Active,2025-04-14 16:28:03.819024,2025-06-04 08:45:37.837478,"limited,popular,supplements"
PRDA5DZCJBF,ELE-NROWXE,Premium Computers Unit,Available general suggest price people occur. Candidate network quickly ever thousand include. Argue can husband recent garden.,Electronics,Computers,PrimeBooth,1098.84,661.31,966.4010528691833,USD,473.0,66.0,SUPG81JGG,15.01,30x38x27,3.23,296.0,False,True,Active,2025-01-22 02:47:45.727798,2025-10-16 08:23:29.449985,"popular,exclusive,eco-friendly,limited,electronics"
PRD9APTYFIP,FAS-UCGOCS,Modern Bags Product,East condition to. Argue door civil beautiful. Professional easy ever tell travel specific finally song. Until letter big model window food manager.,Fashion,Bags,ZenGonzalez,367.64,228.55,422.7497916164887,USD,330.0,74.0,SUP363GWY,8.78,96x30x18,4.39,340.0,,False,Active,2025-01-09 06:50:57.555439,2025-11-19 10:32:01.876024,"new,bags"
PRDFP5MOCSM,ELE-TQA23C,Ultra Phones Module,Defense surface situation year. Certainly available book say course capital too me.,Electronics,Phones,MaxThomas,668.29,297.74,565.6991361626202,USD,173.0,48.0,SUPYYZ2EW,7.37,59x63x47,4.72,269.0,False,False,Low Stock,2025-08-21 16:44:54.472088,2025-10-08 02:32:55.340891,"eco-friendly,new,electronics"
PRD8B4EY2MU,,Ultra Storage System,Huge information leader. Push human for statement be air. Start best beautiful either.,Home,Storage,CoreSmith,272.63,128.97,291.68533367526715,USD,63.0,,SUP62ZTKB,0.85,28x10x36,4.99,235.0,False,False,Active,2025-02-17 10:21:33.589859,2025-02-25 03:42:30.092071,"new,storage"
PRD8714OQEO,HOM-EBE3YP,Deluxe Lighting Kit,Energy also agreement attorney local that while. Writer site think nor risk. Growth strong true finish despite later goal realize.,Home,Lighting,KingX,429.16,235.9,396.4023639967965,USD,519.0,45.0,SUPGAL8HN,5.14,69x33x47,2.72,0.0,False,False,Active,2025-10-17 11:03:19.771877,2025-10-27 18:02:56.570072,"limited,popular,home"
PRDHV4WPF4M,ELE-C1EKUO,Classic Phones Module,Anyone key program product the responsibility pattern between. Seat red decide.,Electronics,Phones,MurrayCo,1218.67,605.93,988.8866962362436,USD,769.0,22.0,SUPGJ64MU,15.69,48x72x8,4.76,,False,False,Active,2025-05-23 00:16:19.030953,2025-07-27 10:11:53.698163,"eco-friendly,sale,exclusive,new,phones"
PRDLDG6ZDD3,BOO-OEVXE9,Modern Movies Solution,Doctor oil school. Interest size month.,Books & Media,Movies,Acme,46.84,30.02,44.3900618772597,USD,39.0,32.0,SUPE4ECSK,9.31,26x14x40,3.14,442.0,False,False,Low Stock,2025-09-28 08:15:21.595411,2025-09-28 22:47:48.075850,"limited,new,popular,sale,books-&-media"
PRDA6OJ8UZB,ELE-QWNRVR,Classic Computers System,Example purpose rest song. Buy international now reflect key inside age church. Carry much wrong forward buy.,Electronics,Computers,CoreHale,120.36,70.18,123.5340366649448,USD,825.0,68.0,SUP7SVSEF,1.64,72x6x16,3.82,5.0,True,True,NA,2025-01-12 04:10:37.957546,2025-09-23 21:53:08.799047,"sale,popular,limited,electronics"
PRDHC003J2H,HEA-3A89CF,Professional Medical Item,Yourself somebody six. Collection behind federal people. Similar everyone nation determine thing build.,Health,Medical,EliteWelch,60.03,40.83,54.58638798139768,USD,786.0,75.0,SUPRRM4HQ,13.32,78x96x46,3.06,328.0,False,False,Active,2025-02-12 16:17:21.737724,2025-08-19 04:46:55.871443,"popular,exclusive,eco-friendly,medical"
PRDSIL0E2I0,ELE-9UT2JP,Smart Wearables Unit,Determine consumer home along general include. Base economy really card analysis design choice. Forward road meet myself.,Electronics,Wearables,GUTIERREZPLUS,1149.98,792.85,1054.9564250626102,USD,345.0,96.0,SUPTKEFVA,11.95,23x28x41,3.48,427.0,False,False,Active,2025-05-29 22:47:43.997695,2025-10-26 03:43:04.374184,"exclusive,limited,new,electronics"
PRDRHR0I8IW,HEA-JDFEJ5  ,Deluxe Medical Solution,Interview fish back degree company art. System little child investment also. After minute institution meet computer. Of part character manager employee.,Health,Medical,JonesHub,242.51,147.36,38676.083073098205,USD,598.0,14.0,SUP2KH907,8.86,74x25x12,4.94,343.0,False,False,Active,2025-01-03 22:57:09.619167,2025-07-15 11:35:57.513072,"exclusive,eco-friendly,health"
PRDZCCGYYU0,HEA-Y4YZAU,Advanced Fitness Solution,Change once stop. Have data list.,Health,Fitness,ZenJackson,43.15,18.93,42.50381080819391,USD,992.0,56.0,SUPDS8Y5B,3.39,79x19x21,2.49,165.0,False,False,Active,2024-12-30 17:01:06.637693,2025-04-18 14:27:31.418461,"limited,exclusive,fitness"
PRDMLH7P907,BOO-UZ7ALS,Essential Music Solution,What seven however seat write glass rock. Look energy pattern herself in level. Watch different outside black cut.,Books & Media,Music,MaxThomas,7.31,4.53,8.446638935596123,USD,80.0,21.0,SUPC2XILY,15.25,45x37x12,4.8,3.0,False,True,Active,2025-08-13 09:48:06.314584,2025-12-13 17:49:39.126377,"exclusive,new,eco-friendly,sale,books-&-media"
PRDFDD4LB8S,HEA-4OHF62,Classic Medical Solution,Laugh election society lot same appear medical. Civil short present.,Health,Medical,CampbellOne,140.35,,119.26810251252903,USD,826.0,22.0,SUPD5XVB6,17.78,29x78x38,4.68,80.0,False,False,Out of Stock,2025-04-26 20:54:37.700977,2025-07-27 01:52:08.251164,"exclusive,health"
PRD3JQWQM4K,HEA-LZEF9M,Professional Supplements Product,Debate production song including call father performance me. Beyond structure physical peace control check speech. Reduce wind wait in.,Health,Supplements,RichWorks,272.11,143.71,38676.083073098205,USD,330.0,73.0,SUPRE0ZDB,14.53,31x30x8,4.64,42.0,False,False,Active,2025-08-08 06:54:30.837403,2025-10-04 23:31:52.286381,"exclusive,limited,new,supplements"
PRDYAT0P09Y,BOO-5J3U8A,Essential Music Item,Huge in more. Authority foreign somebody situation nation treatment. Manage their officer read my.,Books & Media,Music,Globex,10.53,4.76,11.242529376566008,USD,21.0,34.0,SUP4S09KK,4.18,55x62x17,3.29,165.0,False,True,Active,2025-02-05 20:28:22.260653,2025-03-10 03:02:55.821105,"new,limited,exclusive,books-&-media"
PRDE9OWLWK1,ELE-AD35L1,Ultra Computers Module,Important program reduce modern measure interest. Your play investment company type.,Electronics,Computers,JensenHub,154.38,78.66,162.1190230877922,USD,2214.108707284713,49.0,  SUP4Q5X0Z,17.84,13x48x8,3.08,36.0,False,False,Out of Stock,2025-11-01 17:38:28.337706,2025-11-18 12:32:54.260637,"sale,new,computers"
PRD01MIRUL7,HEA-HHU0TF,Ultra Personal Care Solution,Already majority might I threat painting matter understand. Party million why. Serious bag theory however.,Health,Personal Care,ZenAnderson,28.55,15.92,28.083774365101863,USD,217.0,33.0,SUPDI7CDS,7.88,62x37x40,4.71,384.0,False,False,Active,2025-07-20 14:25:13.397613,2025-10-12 02:56:32.721498,"new,personal-care"
PRDTJ1DTT8I,HEA-7Z94LW,Smart Supplements Solution,General choice set American similar. Personal onto pretty ask debate father. Realize hotel experience.,Health,Supplements,Wayne,123.31,82.4,99.59114668486232,USD,672.0,47.0,SUPL2DTCN,14.83,37x99x43,,212.0,False,False,Active,2025-10-28 20:05:01.454163,2025-11-25 04:33:40.359034,"limited,sale,supplements"
PRDEHQ5GP3Z,,Modern Medical Solution,Kind go bag decision ability entire possible.,NULL,Medical,HullHub,127.69,79.84,140.99148236169896,USD,768.0,49.0,SUP7ASY84,8.19,5x35x44,4.39,270.0,False,False,Out of Stock,2025-01-09 16:58:38.117000,2025-09-15 01:34:30.915732,"new,exclusive,sale,eco-friendly,medical"
PRD19GOTKJI,BOO-118I7A,NA,Power actually a national population could. Company stop customer moment.,Books & Media,Movies,HullHub,49.08,30.73,51.430303605694654,USD,811.0,92.0,SUPCAAIU6,18.55,86x84x31,5.0,43.0,False,False,Low Stock,2025-08-30 07:40:45.646783,2025-09-01 06:03:14.917394,"new,exclusive,movies"
PRDLX5QTBCE,BOO-7ZR26R,Classic Books Product,Finish strategy water difficult watch sit. Yet memory police sea could bed that.,Books & Media,Books,ZenGonzalez,20.01,8.59,23.48213187625197,USD,734.0,32.0,SUPBNUOQC,11.07,56x62x40,3.19,289.0,False,False,Active,2025-02-19 12:09:12.156356,2025-03-12 13:11:24.229496,"popular,books-&-media"
PRDJ2FXRVPT,HOM-A22HKX,Essential Lighting Collection,Radio resource walk skill candidate who have. Cause visit charge upon yard. Least piece however local.,Home,Lighting,RobersonHub,152.66,87.69,147.95703539671024,USD,15.0,55.0,SUPN2TICV,8.02,90x95x26,3.3,140.0,True,False,Active,2025-04-12 20:45:27.905105,2025-06-13 07:39:20.831158,"popular,eco-friendly,new,lighting"
PRD1CD9MU5S,FAS-50IKO3,Advanced Jewelry Product,Friend during leave to. Network suggest camera run sit. Yard point must question my social finish.,Fashion,Jewelry,BlairCo,151.32,78.55,138.71469730216407,USD,172.0,73.0,SUPFEZI4P,1.67,31x53x25,4.26,156.0,False,False,Active,2025-07-09 06:08:56.777402,2025-08-19 07:14:57.111195,"new,fashion"
PRDTZAS698E,HEA-D65QSD,  Essential Fitness Solution,Reach smile shake become certain population support religious. Less around task major base. Meet my support lot as.,Health,Fitness,PrimeMorrison,110.22,66.55,90.3200099810767,USD,809.0,93.0,SUPQFQ6LQ,9.88,23x5x21,3.27,27.0,True,,Active,2024-12-26 06:17:39.235355,2025-02-01 16:47:31.917387,"sale,eco-friendly,fitness"
PRDNGMQGLU5,BOO-J6SB66,NA,Eight maintain discover finish every young. Though several and establish.,Books & Media,Movies,HullHub,,2.61,6.4135200363079745,USD,324.0,83.0,SUPP21IG1,6.43,33x8x16,3.94,294.0,False,False,Active,2025-02-13 10:09:36.855663,2025-10-13 15:15:46.865261,"sale,exclusive,new,eco-friendly,movies"
PRDL85K2747,BOO-0274PR,Classic Movies Solution,,Books & Media,Movies,MaxThomas,13.7,7.52,13.890180457135035,USD,172.0,17.0,SUPTFLKP8,8.81,,4.93,276.0,False,False,Out of Stock,2025-11-07 12:40:57.284183,2025-12-17 00:06:43.351827,"sale,exclusive,books-&-media"
PRDBJ4RLVYU,HOM-TZIRKI,Deluxe Kitchen System,Dream important again. Administration dark determine student available daughter create up.,Home,Kitchen,McintoshHub,1407.38,827.99,1617.264774787315,USD,948.0,53.0,SUPYCRDYK,8.08,92x23x50,4.45,222.0,True,False,Low Stock,2025-05-14 19:33:21.342649,2025-05-21 06:11:24.745582,"popular,kitchen"
PRD616WAFI3,FAS-AL3VQF,NA,South through site modern owner adult. Late meet improve weight.,Fashion,Watches,NeoSimmons,351.59,202.72,325.18922607285197,USD,235.0,74.0,SUPECVTAO,12.01,70x92x7,4.51,87.0,False,False,Active,2025-08-06 10:32:08.558698,2025-09-30 03:59:48.170759,"popular,limited,exclusive,eco-friendly,fashion"
PRD8V7R15KA,FAS-NMQSZN,Modern Clothing Solution,Until lay fish policy. Forward fund student fund seem religious game. Rate citizen few word prove anything.,Fashion,Clothing,PrimeMorrison,83.85,36.9,82.56229122597323,USD,878.0,70.0,SUP0DBSV9,12.78,58x96x18,4.11,44.0,False,False,Active,2025-01-04 06:52:37.836404,2025-09-16 06:44:15.626459,"limited,sale,eco-friendly,new,clothing"
PRD98IIKGDV,BOO-NHCV0D,Professional Music Solution,No across him until knowledge marriage. Student business well relationship actually child. Through ball down sign agree.,Books & Media,Music,HullHub,14.21,7.75,15.097229464350926,USD,371.0,86.0,SUP2ZHLMJ,6.64,63x100x11,3.97,454.0,False,False,Low Stock,2025-08-31 02:11:09.384057,2025-09-16 05:47:29.398729,"new,eco-friendly,music"
PRDXJO3Y40H,HOM-USNADS,Smart Kitchen Kit,Always past general section relationship station. Ago structure against be.,Home,Kitchen,REYESHUB,1359.57,939.18,1517.5393447245663,USD,620.0,67.0,SUP3QG9YF,16.84,71x32x9,3.65,38.0,False,False,Low Stock,2025-01-10 03:09:37.942377,2025-07-24 15:24:06.321753,"exclusive,home"
PRD5BC0GH0O,BOO-AESA5A,Modern Movies Item,Behind eight pick site. View environmental early teach recently. Thing into place lot medical change.,Books & Media,Movies,RobinsonPlus,14.34,6.8,14.27688025169457,USD,634.0,74.0,SUP7JAWD6,0.26,76x35x44,4.55,121.0,False,False,Low Stock,2025-02-04 22:31:24.022478,2025-06-04 23:35:13.088825,"exclusive,books-&-media"
PRD0E32WNHB,HEA-RVR6NC,Premium Personal Care Product,Special data agree issue event. Still respond arm several. Quite create television nearly himself need street he. Stay green serious situation wind section.,Health,Personal Care,RamosLabs,130.44,72.24,111.74482256505699,USD,602.0,75.0,SUPUAOZPE,14.74,42x48x16,3.46,0.0,False,False,Active,2025-10-08 13:18:38.777648,2025-10-18 07:19:17.206854,"eco-friendly,exclusive,health"
PRDRIHJ12KU,HEA-A3U7UM,Premium Personal Care Item,Go key my movie. Dinner blue seem plan example animal two. But work song plant as.,NULL,Personal Care,MoralesCo,70.21,41.02,76.37709703440136,USD,233.0,89.0,SUP3F43K5,12.89,24x77x31,3.39,403.0,False,True,Active,2025-01-04 19:00:08.509442,2025-10-28 20:38:23.029646,"exclusive,personal-care"
PRDPS45F0YJ,BOO-78YKXY,Advanced Games Item,Too begin maybe discover. Public eight glass respond. Travel modern walk.,NULL,Games,EliteBailey,11.05,,12.158916260783592,USD,561.0,87.0,SUP7PX4PI,1.81,15x88x14,5.0,395.0,False,False,Discontinued,2025-11-06 07:02:33.712592,2025-12-05 21:14:10.675654,"new,games"
PRD6VT6PXGJ,HOM-3XOVD6,Advanced Furniture System,Large none worker lose security. Law last within hair sort body.,Home,Furniture,Wayne,898.29,525.47,728.2820072357945,USD,497.0,11.0,SUPRLMD5V,2.61,60x18x19,3.98,80.0,False,False,Low Stock,2025-08-06 00:28:41.286669,2025-11-29 11:20:15.350420,"exclusive,limited,popular,furniture"
PRDML  MHWHUP,HEA-71WMUO,Modern Supplements Item,War myself network window large act both. Method whatever personal tend onto well study.,Health,Supplements,ZenGonzalez,199.44,85.04,210.65643358795367,USD,693.0,50.0,SUP30EG1W,8.56,87x92x27,3.69,159.0,False,False,Active,2025-03-01 09:32:39.368242,2025-12-17 11:34:28.504832,"limited,sale,eco-friendly,health"
PRDYP88LLAX,FAS-SGO4H7,Ultra Clothing Item,,Fashion,Clothing,PrimeWright,73.16,34.73,76.41901742571703,USD,902.0,47.0,SUPXD7SVY,9.16,97x32x37,4.58,307.0,True,False,Active,2025-03-18 13:06:41.847635,2025-11-26 22:04:40.407798,"new,limited,popular,fashion"
PRD1NUCBUDW,BOO-8V3HSU,Smart Movies Item,Story agency very ball apply room. Course single major government card scene. Pass by often particular.,Books & Media,Movies,WebsterPlus,37.35,25.24,34.535691401070075,USD,180.0,83.0,SUPL809JI,12.55,94x67x15,5.0,181.0,False,False,Active,2025-07-07 06:07:14.447523,2025-08-30 17:32:56.796129,"eco-friendly,exclusive,limited,popular,movies"
PRD7T93CFU2,HEA-2FB9MG,Modern Personal Care Solution,Watch another coach Mr go yourself like.,Health,Personal Care,MaxThomas,67.67,35.66,72.79743434851346,USD,395.0,58.0,SUPZ7VBG1,2.86,77x97x19,5.0,161.0,False,False,Low Stock,2025-06-15 03:03:49.720745,2025-07-07 15:31:38.599276,"limited,personal-care"
PRD9VERF8O0,FAS-WOLJ5K,Modern Watches Item,Key yourself seat laugh gas. With blue reduce property hope short.,Fashion,Watches,MaxThomas,251.85,123.83,211.0638167860123,USD,468.0,19.0,SUPRMOWNX,5.21,75x70x37,4.91,5.0,True,False,Active,2025-11-15 04:13:57.814674,2025-11-26 22:11:11.482981,"new,exclusive,limited,sale,watches"
PRD1MYOUTNZ,ELE-64KMLV,Ultra Phones Unit,Certainly buy money.,Electronics,Phones,RichWorks,332.31,152.17,285.8700889076548,USD,678.0,21.0,SUPYU2HFS,19.76,88x100x14,2.77,10.0,False,True,Active  ,2025-04-19 15:24:24.982233,2025-04-29 13:44:34.334687,"new,eco-friendly,popular,phones"
